|arrests|tags
1783|LICENSE TO BE CARRIED AND EXHIBITED ON DEMAND|License
1784|KNOWINGLY DRIVE UNINSURED VEHICLE|Insurance
1785|RESIST/OBSTRUCT ARREST|Obstruction
1786|POSSESSION OF DRUG PARAPHERNALIA|Misc Drugs
1787|POSSESSION OF NARCOTICS|Narcotics
1788|FAILURE TO YIELD RIGHT OF WAY EMERGENCY VEHICLE|Traffic Violation
1789|TAG REQUIRED|Traffic Violation
1790|RUNAWAY|Runaway
1791|DOMESTIC BATTERY BODILY HARM|Battery
1792|AGGRAVATED BATTERY, DOMESTIC VIOLENCE|Battery
1793|AGGRAVATED BATTERY, DOMESTIC VIOLENCE|Battery
1794|DOMESTIC BATTERY PHYSICAL CONTACT|Battery
1795|POSSESSION OF NARCOTICS|Narcotics
1796|TRESPASS DOMESTIC VIOLENCE|Trespass
1797|DRIVING ON SUSPENDED/REVOKED/CANCELLED/FRAUDULENT DRIVERS LICENSE|License
1798|INATTENTIVE DRIVING|Traffic Violation
1799|VIOLATION OF PROTECTION FROM ABUSE|Court Order
1800|DRIVE WHILE SUSPENDED|Traffic Violation
1801|NO PROOF OF INSURANCE|Insurance
1802|INATTENTIVE DRIVING|Traffic Violation
1803|ILLEGAL TAG|Traffic Violation
1804|BATTERY BODILY HARM DOMESTIC|Battery
1805|PETIT THEFT|Theft
1806|NO DRIVER'S LICENSE|License
1807|DISPLAY ALTERED TAG|Traffic Violation
1808|AGGRAVATED BATTERY, DOMESTIC VIOLENCE|Battery
1809|DESTRUCTION OF PROPERTY DOMESTIC VIOLENCE|Property Damage
1810|RUNAWAY|Runaway
1811|AGGRAVATED BATTERY, DOMESTIC VIOLENCE|Battery
1812|BATTERY DOMESTIC VIOLENCE|Battery
1813|INTIMIDATION|Intimidation
1814|RESIST POLICE/ARREST|Obstruction
1815|AGGRAVATED BATTERY, DOMESTIC VIOLENCE|Battery
1816|BATTERY DOMESTIC VIOLENCE|Battery
1817|POSSESSION OF MARIJUANA|Marijuana
1818|POSSESSION OF DRUG PARAPHERNALIA|Misc Drugs
1819|DISORDERLY CONDUCT BRAWLING/FIGHTING DOMESTIC VIOLENCE|Disturbance
1820|DISORDERLY CONDUCT BRAWLING/FIGHTING DOMESTIC VIOLENCE|Disturbance
1821|DOMESTIC BATTERY BODILY HARM|Battery
1822|UNLAWFUL RESTRAINT|Interference
1823|DRIVING ON SUSPENDED/REVOKED/CANCELLED/FRAUDULENT DRIVERS LICENSE|License
1824|NO PROOF OF INSURANCE|Insurance
1825|ILLEGAL TAG|Traffic Violation
1826|DOMESTIC BATTERY PHYSICAL CONTACT|Battery
1827|DRIVING ON SUSPENDED/REVOKED/CANCELLED/FRAUDULENT DRIVERS LICENSE|License
1828|DRIVING ON SUSPENDED/REVOKED/CANCELLED/FRAUDULENT DRIVERS LICENSE|License
1829|UNLAWFUL POSSESSION OF METH|Meth
1830|POSSESSION OF DRUG PARAPHERNALIA|Misc Drugs
1831|DOMESTIC BATTERY BODILY HARM|Battery
1832|VIOLATION OF COURT ORDER/CASE PENDING DOMESTIC VIOLENCE|Court Order
1833|FAILURE TO SIGNAL TURN|Traffic Violation
1834|POSSESSION OF MARIJUANA|Marijuana
1835|DRIVE WHILE SUSPENDED|Traffic Violation
1836|UNLAWFUL DISCHARGE OF FIREARM|Firearms
1837|BURGLARY RESIDENCE|Burglary
1838|DRIVE UNDER THE INFLUENCE|DUI
1839|FLEE OR ATTEMPT TO ELUDE POLICE OFF|Elusion
1840|HIT AND RUN UNATTENDED VEHICLE|Hit and Run
1841|AGGRAVATED ASSAULT|Assault
1842|RESTRICT ON LICENSE: SUSPENDED/REVOKE|License
1843|RECKLESS DRIVING|Traffic Violation
1844|TRAFFIC CONTROL SIGNALS|Traffic Violation
1845|FAILURE TO SIGNAL TURN|Traffic Violation
1846|FAILURE TO DRIVE RIGHT SIDE OF ROAD 2 LANES|Traffic Violation
1847|DRIVING WHILE LICENSE CANCELLED/SUSPENDED/REVOKED|License
1848|TAG REQUIRED|Traffic Violation
1849|RESIST/OBSTRUCT ARREST|Obstruction
1850|RUNAWAY|Runaway
1851|PETIT THEFT|Theft
1852|AGGRAVATED BATTERY, DOMESTIC VIOLENCE|Battery
1853|VIOLATION OF PROTECTIVE ORDER|Court Order
1854|RUNAWAY|Runaway
1855|BATTERY OF LAW ENFORCEMENT OFFICER|Battery
1856|RESIST/OBSTRUCT ARREST|Obstruction
1857|WILLFUL CRIMINAL DAMAGE TO PROPERTY DOMESTIC VIOLENCE|Property Damage
1858|WILLFUL CRIMINAL DAMAGE TO PROPERTY DOMESTIC VIOLENCE|Property Damage
1859|CONCEALED TAG|Traffic Violation
1860|VIOLATION OF PROTECTIVE ORDER DOMESTIC VIOLENCE|Court Order
1861|VIOLATION OF COURT ORDER/CASE PENDING DOMESTIC VIOLENCE|Court Order
1862|INTERFERE WITH LAW ENFORCEMENT OBSTRUCT, RESIST, ETC|Interference
1863|BATTERY PHYSICAL CONTACT/RUDE DOMESTIC|Battery
1864|OBSTRUCT LEGAL PROCESS|Obstruction
1865|BATTERY BODILY HARM DOMESTIC|Battery
1866|CRIMINAL TRESPASS|Trespass
1867|BURGLARY RESIDENCE|Burglary
1868|OTHER DESTRUCTION TO PROPERTY|Property Damage
1869|UNLAWFUL POSSESSION OF METH|Meth
1870|SIMPLE ASSAULT LAW ENFORCEMENT OFFICER|Assault
1871|BATTERY OF LAW ENFORCEMENT OFFICER|Battery
1872|POSSESSION OF DRUG PARAPHERNALIA|Misc Drugs
1873|DRIVING ON SUSPENDED/REVOKED/CANCELLED/FRAUDULENT DRIVERS LICENSE|License
1874|CRIMINAL TRESPASS|Trespass
1875|POSSESSION OF MARIJUANA|Marijuana
1876|DRIVING WHILE LICENSE CANCELLED/SUSPENDED/REVOKED|License
1877|TAG REQUIRED|Traffic Violation
1878|UNLAWFUL POSSESSION OF METH|Meth
1879|POSSESSION OF MARIJUANA|Marijuana
1880|POSSESSION OPIATES, OPIUM OR NARCOTICS|Narcotics
1881|CRIMINAL TRESPASS|Trespass
1882|RUNAWAY|Runaway
1883|DRIVE WHILE SUSPENDED|Traffic Violation
1884|LARCENY B SHOPLIFT|Larceny
1885|POSSESSION OF NARCOTICS|Narcotics
1886|POSSESSION OF MARIJUANA|Marijuana
1887|DRIVING ON SUSPENDED/REVOKED/CANCELLED/FRAUDULENT DRIVERS LICENSE|License
1888|DRIVING ON SUSPENDED/REVOKED/CANCELLED/FRAUDULENT DRIVERS LICENSE|License
1889|WINDSHIELD CRACKED|Traffic Violation
1890|POSSESSION OF DRUG PARAPHERNALIA|Misc Drugs
1891|PEDESTRIAN USE SIDEWALK|Traffic Violation
1892|AGGRAVATED BATTERY, DOMESTIC VIOLENCE|Battery
1893|BURGLARY AGGRAVATED RESIDENCE|Burglary
1894|RESIST/OBSTRUCT ARREST|Obstruction
1895|BATTERY|Battery
1896|RUN RED LIGHT|Traffic Violation
1897|UNLAWFUL ACTS/ILLEGAL TAGS|Traffic Violation
1898|DRIVING WHILE LICENSE CANCELLED/SUSPENDED/REVOKED|License
1899|TRANSPORT OPEN CONTAINER LIQUOR|Alcohol
1900|POSSESSION OF FIREARM BY A FELON|Firearms
1901|POSSESSION OF MARIJUANA|Marijuana
1902|POSSESSION OF DRUG PARAPHERNALIA|Misc Drugs
1903|FAILURE TO SIGNAL TURN|Traffic Violation
1904|DRIVING WHILE LICENSE CANCELLED/SUSPENDED/REVOKED|License
1905|TRANSPORT OPEN CONTAINER LIQUOR|Alcohol
1906|AGGRAVATED ASSAULT|Assault
1907|BURGLARY RESIDENCE|Burglary
1908|LARCENY B FROM BUILDING|Larceny
1909|DRIVING WHILE LICENSE CANCELLED/SUSPENDED/REVOKED|License
1910|AGGRAVATED WEAPONS VIOLATION|Weapons
1911|POSSESSION OF DRUG PARAPHERNALIA|Misc Drugs
1912|DRIVING ON SUSPENDED/REVOKED/CANCELLED/FRAUDULENT DRIVERS LICENSE|License
1913|ILLEGAL TAG|Traffic Violation
1914|NO PROOF OF INSURANCE|Insurance
1915|RUNAWAY|Runaway
1916|PETIT THEFT|Theft
1917|INTIMIDATION DOMESTIC VIOLENCE|Intimidation
1918|POSSESSION OF CONTROL MARIJUANA/HALLUCINOGENICS|Marijuana
1919|NO DRIVER'S LICENSE|License
1920|FAILURE TO SIGNAL TURN|Traffic Violation
1921|IMPROPER LEFT TURN|Traffic Violation
1922|AGGRAVATED BATTERY, DOMESTIC VIOLENCE|Battery
1923|BATTERY DOMESTIC VIOLENCE|Battery
1924|OTHER DESTRUCTION TO PROPERTY|Property Damage
1925|AGGRAVATED ASSAULT|Assault
1926|BATTERY OF LAW ENFORCEMENT OFFICER|Battery
1927|RESIST/OBSTRUCT ARREST|Obstruction
1928|CIGARETTE/TOBACCO PRODUCTS VIOLATION|Misc Drugs
1929|CRIMINAL POSSESSION OF A FIREARM|Firearms
1930|UNLAWFUL POSSESSION OF METH|Meth
1931|POSSESSION OF FIREARM BY A FELON|Firearms
1932|POSSESSION OF MARIJUANA|Marijuana
1933|LICENSE TO BE CARRIED AND EXHIBITED ON DEMAND|License
1934|HEAD LAMPS REQUIRED|Traffic Violation
1935|FAILURE TO COMPLY WITH A LAWFUL ORDER|Court Order
1936|UNLAWFUL ACTS/ILLEGAL TAGS|Traffic Violation
1937|POSSESSION OF DRUG PARAPHERNALIA|Misc Drugs
1938|UNLAWFUL POSSESSION OF METH|Meth
1939|WILLFUL CRIMINAL DAMAGE TO PROPERTY DOMESTIC VIOLENCE|Property Damage
1940|PETIT THEFT|Theft
1941|TRANSPORT OPEN ALCOHOLIC BEVERAGES|Alcohol
1942|OBSTRUCT LEGAL PROCESS|Obstruction
1943|BATTERY OF LAW ENFORCEMENT OFFICER|Battery
1944|THEFT OF SERVICES|Theft
1945|DRIVING ON SUSPENDED/REVOKED/CANCELLED/FRAUDULENT DRIVERS LICENSE|License
1946|CHILD RESTRAINT|Traffic Violation
1947|POSSESSION OF PARAPHERNALIA|Misc Drugs
1948|UNLAWFUL POSSESSION OF METH|Meth
1949|SPEED OVER LIMIT|Speed Limit
1950|DRIVING ON SUSPENDED/REVOKED/CANCELLED/FRAUDULENT DRIVERS LICENSE|License
1951|POSSESSION OF FIREARM BY A FELON|Firearms
1952|OTHER MARIJUANA VIOLATIONS|Marijuana
1953|LICENSE TO BE CARRIED AND EXHIBITED ON DEMAND|License
1954|FAILURE TO SIGNAL TURN|Traffic Violation
1955|DOMESTIC BATTERY|Battery
1956|LARCENY B SHOPLIFT|Larceny
1957|CRIMINAL TRESPASS|Trespass
1958|POSSESSION OF FIREARM BY A FELON|Firearms
1959|UNLAWFUL POSSESSION OF METH|Meth
1960|VIOLATION OF PROTECTION FROM ABUSE|Court Order
1961|PETIT THEFT|Theft
1962|PETIT THEFT|Theft
1963|OTHER DESTRUCTION TO PROPERTY|Property Damage
1964|POSSESSION OF CONTROL MARIJUANA/HALLUCINOGENICS|Marijuana
1965|POSSESSION OF DRUG PARAPHERNALIA|Misc Drugs
1966|DRIVING WHILE LICENSE CANCELLED/SUSPENDED/REVOKED|License
1967|NO PROOF OF INSURANCE|Insurance
1968|ILLEGAL TAG|Traffic Violation
1969|SEAT BELT REQUIRED 18 OR OLDER|Traffic Violation
1970|DRIVING ON SUSPENDED/REVOKED/CANCELLED/FRAUDULENT DRIVERS LICENSE|License
1971|VEHICLE ON STREET LOUD SOUND|Disturbance
1972|CRIMINAL DISCHARGE OF FIREARM|Firearms
1973|CRIMINAL POSSESSION OF FIREARM BY JUVENILE|Firearms
1974|RUNAWAY|Runaway
1975|WILLFUL CRIMINAL DAMAGE TO PROPERTY DOMESTIC VIOLENCE|Property Damage
1976|DRIVING ON SUSPENDED/REVOKED/CANCELLED/FRAUDULENT DRIVERS LICENSE|License
1977|ILLEGAL TAG|Traffic Violation
1978|POSSESSION OF MARIJUANA|Marijuana
1979|POSSESSION OF MARIJUANA|Marijuana
1980|DRIVING ON SUSPENDED/REVOKED/CANCELLED/FRAUDULENT DRIVERS LICENSE|License
1981|NO PROOF OF INSURANCE|Insurance
1982|ILLEGAL TAG|Traffic Violation
1983|UNLAWFUL POSSESSION OF METH|Meth
1984|SPEED 30 MPH|Speed Limit
1985|POSSESSION OF NARCOTICS|Narcotics
1986|UNLAWFUL POSSESSION OF METH|Meth
1987|POSSESSION OF DRUG PARAPHERNALIA|Misc Drugs
1988|THEFT OF PROPERTY/SERVICE|Theft
1989|POSSESSION OF CONTROL MARIJUANA/HALLUCINOGENICS|Marijuana
1990|POSSESSION OF CONTROL MARIJUANA/HALLUCINOGENICS|Marijuana
1991|POSSESSION OF DRUG PARAPHERNALIA|Misc Drugs
1992|BATTERY DOMESTIC VIOLENCE|Battery
1993|NO DRIVER'S LICENSE|License
1994|ILLEGAL USE OF SIGNAL DEVICE|Traffic Violation
1995|NO PROOF OF INSURANCE|Insurance
1996|POSSESSION OF CONTROL MARIJUANA/HALLUCINOGENICS|Marijuana
1997|SIGNAL TURN 100 FEET|Traffic Violation
1998|DRIVING ON SUSPENDED/REVOKED/CANCELLED/FRAUDULENT DRIVERS LICENSE|License
1999|POSSESSION OF CONTROL MARIJUANA/HALLUCINOGENICS|Marijuana
2000|POSSESSION OF DRUG PARAPHERNALIA|Misc Drugs
2001|POSSESSION OF ILLEGAL WEAPONS|Weapons
2002|UNLAWFUL POSSESSION OF METH|Meth
2003|NO SEAT BELT|Traffic Violation
2004|AGGRAVATED WEAPONS VIOLATION|Weapons
2005|UNLAWFUL ACTS/ILLEGAL TAGS|Traffic Violation
2006|FAILURE TO SIGNAL TURN|Traffic Violation
2007|RESTRICT ON LICENSE: SUSPENDED/REVOKE|License
2008|POSSESSION OF DRUG PARAPHERNALIA|Misc Drugs
2009|AGGRAVATED ASSAULT DRIVE BY FIREARMS|Firearms
2010|TRANSPORT OPEN CONTAINER LIQUOR|Alcohol
2011|DRIVING ON SUSPENDED/REVOKED/CANCELLED/FRAUDULENT DRIVERS LICENSE|License
2012|ILLEGAL TAG|Traffic Violation
2013|NO PROOF OF INSURANCE|Insurance
2014|POSSESSION OF DRUG PARAPHERNALIA|Misc Drugs
2015|OBSTRUCT LEGAL PROCESS DOMESTIC VIOLENCE|Obstruction
2016|ILLEGAL TAG|Traffic Violation
2017|DISPLAY ALTERED TAG|Traffic Violation
2018|POSSESSION OF DRUG PARAPHERNALIA|Misc Drugs
2019|DUI INCAPABLE OF SAFELY OPERATING|DUI
2020|DRIVING ON SUSPENDED/REVOKED/CANCELLED/FRAUDULENT DRIVERS LICENSE|License
2021|NO PROOF OF INSURANCE|Insurance
2022|WILLFUL CRIMINAL DAMAGE TO PROPERTY DOMESTIC VIOLENCE|Property Damage
2023|RECKLESS DRIVING|Traffic Violation
2024|DUI|DUI
2025|DUI INCAPABLE OF SAFELY OPERATING|DUI
2026|DRIVING ON SUSPENDED/REVOKED/CANCELLED/FRAUDULENT DRIVERS LICENSE|License
2027|DRIVE ON SIDEWALK|Traffic Violation
2028|WILLFUL CRIMINAL DAMAGE TO PROPERTY DOMESTIC VIOLENCE|Property Damage
2029|CRIMINAL TRESPASS|Trespass
2030|WILLFUL CRIMINAL DAMAGE TO PROPERTY DOMESTIC VIOLENCE|Property Damage
2031|BATTERY BODILY HARM DOMESTIC|Battery
2032|DOMESTIC BATTERY BODILY HARM|Battery
2033|CRIMINAL TRESPASS|Trespass
2034|AGGRAVATED BATTERY, DOMESTIC VIOLENCE|Battery
2035|DESTRUCTION OF PROPERTY DOMESTIC VIOLENCE|Property Damage
2036|LARCENY B PURSE SNATCH|Larceny
2037|VIOLATION OF PROTECTIVE ORDER|Court Order
2038|POSSESSION OF DRUG PARAPHERNALIA|Misc Drugs
2039|POSSESSION OF DRUG PARAPHERNALIA|Misc Drugs
2040|POSSESSION OF DRUG PARAPHERNALIA|Misc Drugs
2041|RUNAWAY|Runaway
2042|BURGLARY NON DWELLING|Burglary
2043|LARCENY B FROM BUILDING|Larceny
2044|BURGLARY NON DWELLING|Burglary
2045|LARCENY B FROM BUILDING|Larceny
2046|AUTHORIZED EMERGENCY VEHICLE: RESPONSIBILITES|Traffic Violation
2047|POSSESSION OF FIREARM BY A FELON|Firearms
2048|NO DRIVER'S LICENSE|License
2049|HIT AND RUN FIXED OBJECT|Hit and Run
2050|INTERFERE WITH LAW ENFORCEMENT OBSTRUCT, RESIST, ETC|Interference
2051|AGGRAVATED WEAPONS VIOLATION|Weapons
2052|POSSESSION OF PARAPHERNALIA|Misc Drugs
2053|CRIMINAL TRESPASS|Trespass
2054|PETIT THEFT|Theft
2055|BATTERY BODILY HARM|Battery
2056|CRIMINAL DAMAGE TO PROPERTY|Property Damage
2057|DRIVING ON SUSPENDED/REVOKED/CANCELLED/FRAUDULENT DRIVERS LICENSE|License
2058|SIGNAL TURN 100 FEET|Traffic Violation
2059|PUBLIC NUDITY PROHIBITED ENGAGING IN ANY SEX ACT|Public Nudity
2060|INTERFERE WITH LAW ENFORCEMENT OBSTRUCT, RESIST, ETC|Interference
2061|BATTERY BODILY HARM|Battery
2062|RESIST/OBSTRUCT ARREST|Obstruction
2063|UNLAWFUL POSSESSION OF METH|Meth
2064|TRAFFIC LAWS APPLY TO BIKE RIDERS|Traffic Violation
2065|POSSESSION OF DRUG PARAPHERNALIA|Misc Drugs
2066|AGGRAVATED ASSAULT/DOMESTIC VIOLENCE|Assault
2067|UNLAWFUL SALE OF METH|Meth
2068|POSSESSION OF DRUG PARAPHERNALIA|Misc Drugs
2069|UNLAWFUL SALE OF METH|Meth
2070|POSSESSION OF DRUG PARAPHERNALIA|Misc Drugs
2071|POSSESSION OF MARIJUANA|Marijuana
2072|NO SEAT BELT|Traffic Violation
2073|ILLEGAL LEFT TURN|Traffic Violation
2074|FAILURE TO SIGNAL TURN|Traffic Violation
2075|FAILURE TO STOP FROM ALLEY, BUILDING, PRIVATE ROAD OR DRIVEWAY|Traffic Violation
2076|OPENING AND CLOSING VEHICLE DOORS|Traffic Violation
2077|FLEE OR ATTEMPT TO ELUDE POLICE OFF|Elusion
2078|DRIVING OFF ROADWAY TO PASS A VEHICLE ON RIGHT|Traffic Violation
2079|RUN STOP SIGN|Traffic Violation
2080|POSSESSION OF NARCOTICS|Narcotics
2081|RESIST/OBSTRUCT ARREST|Obstruction
2082|DRIVING ON SUSPENDED/REVOKED/CANCELLED/FRAUDULENT DRIVERS LICENSE|License
2083|RUN STOP SIGN|Traffic Violation
2084|INTERFERE WITH LAW ENFORCEMENT OBSTRUCT, RESIST, ETC|Interference
2085|POSSESSION OF OTHER DEPRESSANT|Narcotics
2086|AGGRAVATED WEAPONS VIOLATION|Weapons
2087|BATTERY DOMESTIC VIOLENCE|Battery
2088|DRIVING ON SUSPENDED/REVOKED/CANCELLED/FRAUDULENT DRIVERS LICENSE|License
2089|BATTERY DOMESTIC VIOLENCE|Battery
2090|DESTRUCTION OF PROPERTY DOMESTIC VIOLENCE|Property Damage
2091|RESIST/OBSTRUCT ARREST|Obstruction
2092|PETIT THEFT|Theft
2093|POSSESSION OF DRUG PARAPHERNALIA|Misc Drugs
2094|POSSESSION OF DRUG PARAPHERNALIA|Misc Drugs
2095|BATTERY DOMESTIC VIOLENCE|Battery
2096|VIOLATION OF PROTECTIVE ORDER|Court Order
2097|FLEE OR ATTEMPT TO ELUDE POLICE OFF|Elusion
2098|RECKLESS DRIVING|Traffic Violation
2099|FAILURE TO DRIVE RIGHT SIDE OF ROAD 4 LANES|Traffic Violation
2100|FAILURE TO DRIVE WITHIN MARKED LANE|Traffic Violation
2101|DRIVING WHILE LICENSE CANCELLED/SUSPENDED/REVOKED|License
2102|RUN STOP SIGN|Traffic Violation
2103|TRAFFIC CONTROL SIGNALS|Traffic Violation
2104|ILLEGAL RIGHT TURN|Traffic Violation
2105|ILLEGAL LEFT TURN|Traffic Violation
2106|FAILURE TO SIGNAL TURN|Traffic Violation
2107|CRIMINAL TRESPASS|Trespass
2108|FAILURE TO COMPLY WITH BOND RESTRICTIONS|Court Order
2109|POSSESSION OF NARCOTICS|Narcotics
2110|POSSESSION OF CONTROL MARIJUANA/HALLUCINOGENICS|Marijuana
2111|TRANSPORT OPEN ALCOHOL/LIQUOR BEVERAGE ACCESSIBLE TO PEOPLE IN VEHICLE|Alcohol
2112|HIT AND RUN FIXED OBJECT|Hit and Run
2113|NO PROOF OF INSURANCE|Insurance
2114|NO DRIVER'S LICENSE|License
2115|UNLAWFUL DISCHARGE OF A FIREARM|Firearms
2116|MINORS POSSESSING, CONSUMING, PURCHASING, OBTAINING ALCOHOL/LIQUOR BEVERAGES|Alcohol
2117|FAILURE TO SIGNAL TURN|Traffic Violation
2118|POSSESSION OF CONTROL MARIJUANA/HALLUCINOGENICS|Marijuana
2119|BURGLARY NON RESIDENCE|Burglary
2120|POSSESSION OF PARAPHERNALIA|Misc Drugs
2121|DRIVING ON SUSPENDED/REVOKED/CANCELLED/FRAUDULENT DRIVERS LICENSE|License
2122|POSSESSION OF CONTROL MARIJUANA/HALLUCINOGENICS|Marijuana
2123|POSSESSION OF DRUG PARAPHERNALIA|Misc Drugs
2124|INTIMIDATION DOMESTIC VIOLENCE|Intimidation
2125|CRIMINAL TRESPASS|Trespass
2126|AGGRAVATED BATTERY, DOMESTIC VIOLENCE|Battery
2127|BATTERY BODILY HARM DOMESTIC|Battery
2128|AGGRAVATED ASSAULT LAW ENFORCEMENT OFFICER|Assault
2129|FLEE OR ATTEMPT TO ELUDE POLICE OFF|Elusion
2130|DRIVE UNDER THE INFLUENCE|DUI
2131|POSSESSION OF MARIJUANA|Marijuana
2132|OTHER DESTRUCTION TO PROPERTY|Property Damage
2133|DRIVING WHILE LICENSE CANCELLED/SUSPENDED/REVOKED|License
2134|UNLAWFUL POSSESSION OF METH|Meth
2135|POSSESSION OF MARIJUANA|Marijuana
2136|TRANSPORT OPEN CONTAINER LIQUOR|Alcohol
2137|FAILURE TO FILE LICENSE APPLICATION FOR AFTER HOURS ESTABLISHMENT|License
2138|AGGRAVATED ASSAULT/DOMESTIC VIOLENCE|Assault
2139|BATTERY DOMESTIC VIOLENCE|Battery
2140|WILLFUL CRIMINAL DAMAGE TO PROPERTY DOMESTIC VIOLENCE|Property Damage
2141|ROBBERY FROM PERSON|Robbery
2142|SIMPLE ASSAULT|Assault
2143|CRIMINAL TRESPASS|Trespass
2144|RUNAWAY|Runaway
2145|FALSE POLICE REPORT|Interference
2146|INTIMIDATION|Intimidation
2147|BATTERY DOMESTIC VIOLENCE|Battery
2148|DOMESTIC BATTERY BODILY HARM|Battery
2149|BATTERY|Battery
2150|PETIT THEFT|Theft
2151|INTERFERE WITH LAW ENFORCEMENT OBSTRUCT, RESIST, ETC|Interference
2152|UNLAWFUL SALE OR DISTRIBUTION OF NARCOTICS|Narcotics
2153|UNLAWFUL SALE OF MARIJUANA|Marijuana
2154|DRIVE WHILE SUSPENDED|Traffic Violation
2155|TRANSPORT OPEN CONTAINER LIQUOR|Alcohol
2156|NO PROOF OF INSURANCE|Insurance
2157|UNLAWFUL SALE OR DISTRIBUTION OF NARCOTICS|Narcotics
2158|UNLAWFUL SALE OF MARIJUANA|Marijuana
2159|TRANSPORT OPEN CONTAINER LIQUOR|Alcohol
2160|DRIVING ON SUSPENDED/REVOKED/CANCELLED/FRAUDULENT DRIVERS LICENSE|License
2161|DISORDERLY CONDUCT OFFENSIVE LANGUAGE|Disturbance
2162|DISORDERLY CONDUCT OFFENSIVE LANGUAGE|Disturbance
2163|BATTERY OF LAW ENFORCEMENT OFFICER|Battery
2164|BATTERY PHYSICAL CONTACT/RUDE MANNER|Battery
2165|INTERFERE WITH LAW ENFORCEMENT OBSTRUCT, RESIST, ETC|Interference
2166|CRIMINAL TRESPASS|Trespass
2167|DISORDERLY CONDUCT OFFENSIVE LANGUAGE|Disturbance
2168|RESIST/OBSTRUCT ARREST|Obstruction
2169|SIMPLE ASSAULT DOMESTIC VIOLENCE|Assault
2170|CONSUME ALCOHOL/LIQUOR IN PUBLIC|Alcohol
2171|POSSESSION OF DRUG PARAPHERNALIA|Misc Drugs
2172|FAILURE TO SIGNAL TURN|Traffic Violation
2173|WINDSHIELD OBSCURED|Traffic Violation
2174|POSSESSION OF FIREARM BY A FELON|Firearms
2175|DISPLAY TAG IN PROPER PLACE|Traffic Violation
2176|DRIVING ON SUSPENDED/REVOKED/CANCELLED/FRAUDULENT DRIVERS LICENSE|License
2177|TRANSPORT OPEN ALCOHOLIC BEVERAGES|Alcohol
2178|POSSESSION OF DRUG PARAPHERNALIA|Misc Drugs
2179|BATTERY PHYSICAL CONTACT/RUDE DOMESTIC|Battery
2180|WILLFUL CRIMINAL DAMAGE TO PROPERTY DOMESTIC VIOLENCE|Property Damage
2181|BATTERY DOMESTIC VIOLENCE|Battery
2182|DUI INCAPABLE OF SAFELY OPERATING|DUI
2183|AGGRAVATED BATTERY|Battery
2184|INTIMIDATION|Intimidation
2185|PUBLIC NUDITY PROHIBITED APPEAR IN STATE OF NUDITY|Public Nudity
2186|DRIVING ON SUSPENDED/REVOKED/CANCELLED/FRAUDULENT DRIVERS LICENSE|License
2187|ILLEGAL TAG|Traffic Violation
2188|INTERFERE WITH LAW ENFORCEMENT OBSTRUCT, RESIST, ETC|Interference
2189|INTIMIDATION DOMESTIC VIOLENCE|Intimidation
2190|DRIVING ON SUSPENDED/REVOKED/CANCELLED/FRAUDULENT DRIVERS LICENSE|License
2191|RUN STOP SIGN|Traffic Violation
2192|DUI|DUI
2193|DUI INCAPABLE OF SAFELY OPERATING|DUI
2194|HIT AND RUN PARKED VEHICLE|Hit and Run
2195|NO PROOF OF INSURANCE|Insurance
2196|NO DRIVER'S LICENSE|License
2197|DISPLAY ALTERED TAG|Traffic Violation
2198|CRIMINAL TRESPASS|Trespass
2199|CRIMINAL TRESPASS|Trespass
2200|FLEE OR ATTEMPT TO ELUDE POLICE OFF|Elusion
2201|HIT AND RUN INJURY ACCIDENT|Hit and Run
2202|UNLAWFUL POSSESSION OF MARIJUANA DEPRESSANT|Marijuana
2203|LICENSE TO BE CARRIED AND EXHIBITED ON DEMAND|License
2204|POSSESSION OF CONTROL MARIJUANA/HALLUCINOGENICS|Marijuana
2205|INTERFERE WITH LAW ENFORCEMENT OBSTRUCT, RESIST, ETC|Interference
2206|SIMPLE ASSAULT LAW ENFORCEMENT OFFICER|Assault
2207|AGGRAVATED BATTERY, DOMESTIC VIOLENCE|Battery
2208|AGGRAVATED INTIMIDATION OF WITNESS OR VICTIM|Intimidation
2209|UNLAWFUL RESTRAINT|Interference
2210|DESTRUCTION OF PROPERTY DOMESTIC VIOLENCE|Property Damage
2211|BATTERY BODILY HARM DOMESTIC|Battery
2212|AGGRAVATED BATTERY|Battery
2213|AGGRAVATED BATTERY|Battery
2214|UNLAWFUL RESTRAINT|Interference
2215|AGGRAVATED BATTERY, DOMESTIC VIOLENCE|Battery
2216|UNLAWFUL RESTRAINT|Interference
2217|VIOLATE DRIVERS LICENSE RESTRICTION|License
2218|PETIT THEFT|Theft
2219|POSSESSION OF DRUG PARAPHERNALIA|Misc Drugs
2220|LARCENY B SHOPLIFT|Larceny
2221|STOLEN PROPERTY BUYING|Theft
2222|UNLAWFUL INHALATION|Misc Drugs
2223|WILLFUL CRIMINAL DAMAGE TO PROPERTY DOMESTIC VIOLENCE|Property Damage
2224|DUI|DUI
2225|DUI CHILD ENDANGERMENT|DUI
2226|DUI INCAPABLE OF SAFELY OPERATING|DUI
2227|DISORDERLY CONDUCT OFFENSIVE LANGUAGE|Disturbance
2228|SIMPLE ASSAULT LAW ENFORCEMENT OFFICER|Assault
2229|BATTERY PHYSICAL CONTACT/RUDE MANNER|Battery
2230|DOMESTIC BATTERY PHYSICAL CONTACT|Battery
